TEMP,TNMFRC,PERMANENT_,SOURCE_FEA,SOURCE_DAT,SOURCE_D00,SOURCE_ORI,LOADDATE,INTERSTATE,INTERSTA00,INTERSTA01,INTERSTA02,US_ROUTE,US_ROUTE_A,US_ROUTE_B,US_ROUTE_C,STATE_ROUT,STATE_RO00,STATE_RO01,STATE_RO02,COUNTY_ROU,FEDERAL_LA,STCO_FIPSC,FULL_STREE,MTFCC_CODE,SHAPE_LENG
1879192,4,da2c3030-0594-4f1b-8d8f-34d768847bf2,110686345681,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208114804,,,,,,,,,,,,,,,48113,Maher,S1400,0.00101120577217515
1879193,5,67bc9d5d-4145-416d-b67d-00fb40bdb803,1105317260648,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208121654,,,,,,,,,,,,,,,48113,,S1630,0.000472667631443456
1879194,4,91c9102d-fb45-42e4-ba69-89bf426bad8e,110686411543,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208121039,,,,,,,,,,,,,,,48113,E John W Carpenter Fwy,S1640,0.000795246501470481
1879195,5,a5cda040-2c64-405a-b277-b8f5e9d44bb7,1105317260641,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208114613,,,,,,,,,,,,,,,48113,,S1630,0.000230684573136258
1879196,4,30201126-0d30-4864-ad1e-4a99286a3e1d,110686405158,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208111136,,,,,,,,,,,,,,,48113,Tom Braniff Dr,S1400,0.00387324270975074
1879198,1,49170718-ec52-4457-a91c-fcbe0df28d22,110686411539,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208123229,,,,,,,,,114,,,,,,48113,E John W Carpenter Fwy,S1100,0.000249255413394775
1966054,4,1e748b6c-e0e3-48e0-9269-90cba159d922,110686383150,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134014,,,,,,,,,,,,,,,48113,Rochelle Blvd,S1400,0.000794191837503961
1966056,4,49ca3576-a85c-48fc-9500-cb37f4e9869d,110686458285,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208121307,,,,,,,,,,,,,,,48113,,S1400,0.00352848459524002
1966299,4,49689232-424f-42b1-8f38-9edf72d3544c,110686395218,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208120549,,,,,,,,,,,,,,,48113,Chemsearch Blvd,S1400,0.00698214891590709
2052843,4,61dd2c12-62d3-4e0a-9239-57d14d3491e0,110686374074,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208130539,,,,,,,,,,,,,,,48113,Soledad Dr,S1400,0.00122547494230861
2139581,4,6658b1aa-32f3-47c8-97fc-ed839100a6cc,110686348083,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208111912,,,,,,,,,,,,,,,48113,Ricci Ln,S1740,0.000744272126464175
2139582,4,bf5dbb3d-240d-4a36-82f1-8c2566cd8be5,1102500440803,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208140918,,,,,,,,,,,,,,,48113,Ricci Ct,S1400,0.000508736669760505
2139585,1,bfe7e205-8528-48c5-bd2f-2bf1ff2047f8,110686411539,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208123229,,,,,,,,,114,,,,,,48113,E John W Carpenter Fwy,S1100,0.00247472623463141
2139814,4,6b43b406-ef7a-441a-8549-2421c9ca755b,110686405158,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208111136,,,,,,,,,,,,,,,48113,Tom Braniff Dr,S1400,0.000794871670346593
2139815,4,21dddb08-1d63-45ba-bf12-396acfba94bd,110686402170,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208112655,,,,,,,,,,,,,,,48113,Constantine,S1400,0.00275804348130439
2139816,4,f44efb1c-7efa-43b6-82c4-985337398aa9,110686405156,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208120640,,,,,,,,,,,,,,,48113,Tom Braniff Dr,S1400,0.000148852275510358
2139817,4,857b9035-9699-4bc5-b3c4-3822a3576fc2,110686410432,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208133159,,,,,,,,,,,,,,,48113,E John Carpenter Fwy,S1640,0.000275220490071589
2226893,5,ce994884-456a-4254-a89e-51476a6a3520,1105317260653,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208113804,,,,,,,,,,,,,,,48113,,S1630,0.000296386571453346
2226894,4,05a5eaa5-a9c7-48b4-8ac2-f068c6b80ed6,110686405158,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208111136,,,,,,,,,,,,,,,48113,Tom Braniff Dr,S1400,0.000146030818410073
2226895,4,fb4ce226-9aac-4fa5-b891-f02c523c76f6,110686405158,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208111136,,,,,,,,,,,,,,,48113,Tom Braniff Dr,S1400,0.000312216447097829
2226896,4,e1fd6704-ba86-491c-80f1-2e3885cb625f,110686405108,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208123615,,,,,,,,,,,,,,,48113,Texas Plaza Dr,S1400,0.00220415547667905
2226897,5,cddc7b0e-f0bc-48b1-9040-e48abaa31b98,1105317260638,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208121039,,,,,,,,,,,,,,,48113,,S1630,0.00114706731066278
2313703,4,9c803d52-4140-4dbf-8d14-e920eda4d838,110686370069,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208135408,,,,,,,,,,,,,,,48113,Hidalgo St,S1400,0.000880527113503979
2313704,4,5f22cad6-c7d4-48d2-95eb-cbe112a2a1f7,110686369254,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208130826,,,,,,,,,,,,,,,48113,Garrett Dr,S1740,0.00329939888628219
2313925,4,2c3febeb-652c-4ece-bfde-e42555f595e9,110686395281,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208122440,,,,,,,,,,,,,,,48113,Cistercian Rd,S1400,0.00349469326522785
2313927,4,51b1b02a-5f2e-432d-a706-51612810c1da,110686405158,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208111136,,,,,,,,,,,,,,,48113,Tom Braniff Dr,S1400,0.000171011695245233
2313928,1,264259cb-e193-4770-8f2f-c49299824f49,1104487292195,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208124815,,,,,,,,,12,,,,,,48113,N Walton Walker Blvd,S1100,0.00401478549641126
2400172,4,7825b229-93cf-4018-8a3a-378a1269ec47,110686383150,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134014,,,,,,,,,,,,,,,48113,Rochelle Blvd,S1400,0.00399210180421397
2400173,4,bfeaa7db-5a69-40f4-a7cf-9d96e84b3fe1,110686364018,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208124518,,,,,,,,,,,,,,,48113,Sonora Ct,S1400,0.00210298322084145
2400174,4,2fa6eb74-8c03-432c-8eeb-b2569a2d4254,110686410432,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208133159,,,,,,,,,,,,,,,48113,E John Carpenter Fwy,S1640,0.000416512526562788
2400428,4,7fcadcfd-4f08-43e3-8405-b24cf0005275,110686391227,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208115634,,,,,,,,,,,,,,,48113,E Northgate Dr,S1400,0.00397852156581352
2400429,1,891fcfbc-c2b7-4a38-aab9-044e3c944c69,110686412143,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134550,,,,,,,,,114,,,,,,48113,W Johnson W Carpenter Fwy,S1100,0.000309614275680623
2400430,5,93cbd6e0-feb2-42db-a281-f4c18100c582,1105317260635,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208112044,,,,,,,,,,,,,,,48113,,S1630,0.0029230806671104
2400431,4,8712fc99-f3cc-42cd-98b1-949ab8a2448a,110686323364,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208120234,,,,,,,,,,,,,,,48113,W Svc Rd,S1640,0.00512873325482941
2400432,4,ffa5bcfd-6cdd-4eeb-9242-5ef234b95602,110686411543,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208121039,,,,,,,,,,,,,,,48113,E John W Carpenter Fwy,S1640,0.00533291127894003
2486882,4,9d4cdea8-3f07-49a1-b590-d74818a77cd4,110686383150,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134014,,,,,,,,,,,,,,,48113,Rochelle Blvd,S1400,0.00124585970278897
2486883,4,84a18e33-3102-475a-b3b3-e70d114d33ed,110686383150,{F27AAE8E-8459-46CE-926B-6F515BE7874F},2016 BAS Tiger/Line Shapefiles Release,"U.S Department of Commerce, U.S. Census Bureau, Geography Division",20151208134014,,,,,,,,,,,,,,,48113,Rochelle Blvd,S1400,0.000783791235139085
